"","id","name","gender","birthdate","birthplace","deathdate","deathplace","category","year","share","overallmotivation","motivation","affiliations","adjustedBirthdate","decadeFloor","decadeCeiling"
"116",43,"Carl D. Anderson","male","1905-09-03","New York NY USA","1991-01-11","San Marino CA USA","Physics",1936,"1/2","","for his discovery of the positron","California Institute of Technology (Caltech); Pasadena CA USA",1905-09-03,1930,1939
"117",588,"Carl Spitteler","male","1845-04-24","Liestal Switzerland","1924-12-29","Lucerne Switzerland","Literature",1919,"1","","in special appreciation of his epic <I>Olympian Spring</I>","",1845-04-24,1910,1919
"118",500,"Carl von Ossietzky","male","1889-10-03","Hamburg Germany","1938-05-04","Berlin Germany","Peace",1935,"1","","for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace","",1889-10-03,1930,1939
"119",740,"Carl Wieman","male","1951-03-26","Corvallis OR USA","","","Physics",2001,"1/3","","for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates","University of Colorado JILA; Boulder CO USA",1951-03-26,2000,2009
"120",124,"Carlo Rubbia","male","1934-03-31","Gorizia Italy","","","Physics",1984,"1/2","","for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction","CERN; Geneva Switzerland",1934-03-31,1980,1989
"121",562,"Carlos Filipe Ximenes Belo","male","1948-02-03","Wailacama East Timor","","","Peace",1996,"1/2","","for their work towards a just and peaceful solution to the conflict in East Timor","",1948-02-03,1990,1999
"122",501,"Carlos Saavedra Lamas","male","1878-11-01","Buenos Aires Argentina","1959-05-05","Buenos Aires Argentina","Peace",1936,"1","","for his role as father of the Argentine Antiwar Pact of 1933 which he also used as a means to mediate peace between Paraguay and Bolivia in 1935","",1878-11-01,1930,1939
"123",836,"Carol W. Greider","female","1961-04-15","San Diego CA USA","","","Physiology or Medicine",2009,"1/3","","for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase","Johns Hopkins University School of Medicine; Baltimore MD USA",1961-04-15,2000,2009
"124",55,"Cecil Powell","male","1903-12-05","Tonbridge United Kingdom","1969-08-09","Italy","Physics",1950,"1","","for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method","Bristol University; Bristol United Kingdom",1903-12-05,1950,1959
"125",431,"César Milstein","male","1927-10-08","Bahia Blanca Argentina","2002-03-24","Cambridge United Kingdom","Physiology or Medicine",1984,"1/3","","for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies","MRC Laboratory of Molecular Biology; Cambridge United Kingdom",1927-10-08,1980,1989
"126",384,"Charles B. Huggins","male","1901-09-22","Halifax Nova Scotia Canada","1997-01-12","Chicago IL USA","Physiology or Medicine",1966,"1/2","","for his discoveries concerning hormonal treatment of prostatic cancer","University of Chicago Ben May Laboratory for Cancer Research; Chicago IL USA",1901-09-22,1960,1969
"127",25,"Charles Edouard Guillaume","male","1861-02-15","Fleurier Switzerland","1938-06-13","Sèvres France","Physics",1920,"1","","in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys","Bureau International des Poids et Mesures (International Bureau of Weights and Measures); Sèvres France",1861-02-15,1920,1929
"128",489,"Charles G. Dawes","male","1865-08-27","Marietta OH USA","1951-04-23","Evanston IL USA","Peace",1925,"1/2","","for his crucial role in bringing about the Dawes Plan","",1865-08-27,1920,1929
"129",22,"Charles Glover Barkla","male","1877-06-07","Widnes United Kingdom","1944-10-23","Edinburgh Scotland","Physics",1917,"1","","for his discovery of the characteristic R&ouml;ntgen radiation of the elements","Edinburgh University; Edinburgh United Kingdom",1877-06-07,1910,1919
"130",81,"Charles H. Townes","male","1915-07-28","Greenville SC USA","2015-01-27","Berkeley CA USA","Physics",1964,"1/2","","for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1915-07-28,1960,1969
"131",269,"Charles J. Pedersen","male","1904-10-03","Pusan Korea (now South Korea)","1989-10-26","Salem NJ USA","Chemistry",1987,"1/3","","for their development and use of molecules with structure-specific interactions of high selectivity","Du Pont; Wilmington DE USA",1904-10-03,1980,1989
"132",838,"Charles K. Kao","male","1933-11-04","Shanghai China","2018-09-23","Hong Kong N/A","Physics",2009,"1/2","","for groundbreaking achievements concerning the transmission of light in fibers for optical communication","Standard Telecommunication Laboratories; Harlow United Kingdom; Chinese University of Hong Kong; Hong Kong China",1933-11-04,2000,2009
"133",987,"Charles M. Rice","male","1952-08-25","Sacramento CA USA","","","Physiology or Medicine",2020,"1/3","","for the discovery of Hepatitis C virus","Rockefeller University; New York NY USA",1952-08-25,2020,2029
"134",318,"Charles Nicolle","male","1866-09-21","Rouen France","1936-02-28","Tunis Tunisia","Physiology or Medicine",1928,"1","","for his work on typhus","Institut Pasteur; Tunis Tunisia",1866-09-21,1920,1929
"135",307,"Charles Richet","male","1850-08-26","Paris France","1935-12-04","Paris France","Physiology or Medicine",1913,"1","","in recognition of his work on anaphylaxis","Sorbonne University; Paris France",1850-08-26,1910,1919
"136",68,"Chen Ning Yang","male","1922-09-22","Hofei Anhwei China","","","Physics",1957,"1/2","","for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles","Institute for Advanced Study; Princeton NJ USA",1922-09-22,1950,1959
"137",319,"Christiaan Eijkman","male","1858-08-11","Nijkerk the Netherlands","1930-11-05","Utrecht the Netherlands","Physiology or Medicine",1929,"1/2","","for his discovery of the antineuritic vitamin","Utrecht University; Utrecht the Netherlands",1858-08-11,1920,1929
"138",241,"Christian Anfinsen","male","1916-03-26","Monessen PA USA","1995-05-14","Randallstown MD USA","Chemistry",1972,"1/2","","for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation","National Institutes of Health; Bethesda MD USA",1916-03-26,1970,1979
"139",404,"Christian de Duve","male","1917-10-02","Thames Ditton United Kingdom","2013-05-04","Nethen Belgium","Physiology or Medicine",1974,"1/3","","for their discoveries concerning the structural and functional organization of the cell","Rockefeller University; New York NY USA; Université Catholique de Louvain; Louvain Belgium",1917-10-02,1970,1979
"140",486,"Christian Lange","male","1869-09-17","Stavanger Norway","1938-12-11","Oslo Norway","Peace",1921,"1/2","","for their lifelong contributions to the cause of peace and organized internationalism","",1869-09-17,1920,1929
"141",453,"Christiane Nüsslein-Volhard","female","1942-10-20","Magdeburg Germany","","","Physiology or Medicine",1995,"1/3","","for their discoveries concerning the genetic control of early embryonic development","Max-Planck-Institut für Entwicklungsbiologie; Tübingen Germany",1942-10-20,1990,1999
"142",858,"Christopher A. Pissarides","male","1948-02-20","Nicosia Cyprus","","","Economic Sciences",2010,"1/3","","for their analysis of markets with search frictions","London School of Economics and Political Science; London United Kingdom",1948-02-20,2010,2019
"143",873,"Christopher A. Sims","male","1942-10-21","Washington DC USA","","","Economic Sciences",2011,"1/2","","for their empirical research on cause and effect in the macroeconomy","Princeton University; Princeton NJ USA",1942-10-21,2010,2019
"144",153,"Claude Cohen-Tannoudji","male","1933-04-01","Constantine French Algeria (now Algeria)","","","Physics",1997,"1/3","","for development of methods to cool and trap atoms with laser light","Collège de France; Paris France; École Normale Supérieure; Paris France",1933-04-01,1990,1999
"145",662,"Claude Simon","male","1913-10-10","Tananarive (now Antananarivo) Madagascar","2005-07-06","Paris France","Literature",1985,"1","","who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition","",1913-10-10,1980,1989
"146",146,"Clifford G. Shull","male","1915-09-23","Pittsburgh PA USA","2001-03-31","Medford MA USA","Physics",1994,"1/2","for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter","for the development of the neutron diffraction technique","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1915-09-23,1990,1999
"147",44,"Clinton Davisson","male","1881-10-22","Bloomington IL USA","1958-02-01","Charlottesville VA USA","Physics",1937,"1/2","","for their experimental discovery of the diffraction of electrons by crystals","Bell Telephone Laboratories; New York NY USA",1881-10-22,1930,1939
"148",772,"Clive W.J. Granger","male","1934-09-04","Swansea United Kingdom","2009-05-27","San Diego CA USA","Economic Sciences",2003,"1/2","","for methods of analyzing economic time series with common trends (cointegration)","University of California; San Diego CA USA",1934-09-04,2000,2009
"149",505,"Cordell Hull","male","1871-10-02","Olympus TN USA","1955-07-23","Bethesda MD USA","Peace",1945,"1","","for his indefatigable work for international understanding and his pivotal role in establishing the United Nations","",1871-10-02,1940,1949
"150",333,"Corneille Heymans","male","1892-03-28","Ghent Belgium","1968-07-18","Knokke Belgium","Physiology or Medicine",1938,"1","","for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration","Ghent University; Ghent Belgium",1892-03-28,1930,1939
"151",803,"Craig C. Mello","male","1960-10-19","New Haven CT USA","","","Physiology or Medicine",2006,"1/2","","for their discovery of RNA interference - gene silencing by double-stranded RNA","University of Massachusetts Medical School; Worcester MA USA",1960-10-19,2000,2009
"152",657,"Czeslaw Milosz","male","1911-06-30","Śeteniai Russian Empire (now Lithuania)","2004-08-14","Kraków Poland","Literature",1980,"1","","who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts","",1911-06-30,1980,1989
"153",410,"D. Carleton Gajdusek","male","1923-09-09","Yonkers NY USA","2008-12-12","Tromsø Norway","Physiology or Medicine",1976,"1/2","","for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases","National Institutes of Health; Bethesda MD USA",1923-09-09,1970,1979
"154",520,"Dag Hammarskjöld","male","1905-07-29","Jönköping Sweden","1961-09-18","Ndola Northern Rhodesia (now Zambia)","Peace",1961,"1","","for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter","",1905-07-29,1960,1969
"155",857,"Dale T. Mortensen","male","1939-02-02","Enterprise OR USA","2014-01-09","Wilmette IL USA","Economic Sciences",2010,"1/3","","for their analysis of markets with search frictions","Northwestern University; Evanston IL USA; Aarhus University; Aarhus Denmark",1939-02-02,2010,2019
"156",867,"Dan Shechtman","male","1941-01-24","Tel Aviv British Mandate of Palestine (now Israel)","","","Chemistry",2011,"1","","for the discovery of quasicrystals","Technion - Israel Institute of Technology; Haifa Israel",1941-01-24,2010,2019
"157",363,"Daniel Bovet","male","1907-03-23","Neuchâtel Switzerland","1992-04-08","Rome Italy","Physiology or Medicine",1957,"1","","for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles","Istituto Superiore di Sanità (Chief Institute of Public Health); Rome Italy",1907-03-23,1950,1959
"158",157,"Daniel C. Tsui","male","1939-02-28","Henan China","","","Physics",1998,"1/3","","for their discovery of a new form of quantum fluid with fractionally charged excitations","Princeton University; Princeton NJ USA",1939-02-28,1990,1999
